Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"South Central",Weekly,"2021-01-17 00:00:00",Organic,1.351870429,158699.17,34567.52,11463.10,10566.11,102102.44,,,
Southeast,Weekly,"2021-01-17 00:00:00",Conventional,0.829415747,5893337.47,3618139.65,447488.41,2360.18,1825346.55,,,
Southeast,Weekly,"2021-01-17 00:00:00",Organic,1.174458514,249494.73,6965.12,35454.70,116.67,206958.24,,,
Spokane,Weekly,"2021-01-17 00:00:00",Conventional,0.984127156,97528.72,39747.18,43522.73,185.20,14073.60,,,
Spokane,Weekly,"2021-01-17 00:00:00",Organic,1.875275069,4153.52,894.40,2415.71,0.00,843.41,,,
"St. Louis",Weekly,"2021-01-17 00:00:00",Conventional,0.881465856,230327.34,135515.23,19094.93,71.49,75645.69,,,
"St. Louis",Weekly,"2021-01-17 00:00:00",Organic,1.774625696,6984.79,1926.20,1086.16,0.00,3972.44,,,
Syracuse,Weekly,"2021-01-17 00:00:00",Conventional,1.121118971,101853.19,9569.24,46920.77,675.15,44688.04,,,
Syracuse,Weekly,"2021-01-17 00:00:00",Organic,1.560939370,4655.79,355.55,134.46,0.00,4165.78,,,
Tampa,Weekly,"2021-01-17 00:00:00",Conventional,0.803209855,669138.61,437964.69,22535.60,45.40,208592.92,,,
Tampa,Weekly,"2021-01-17 00:00:00",Organic,0.895520596,29013.62,111.40,183.75,0.00,28718.47,,,
Toledo,Weekly,"2021-01-17 00:00:00",Conventional,0.842204025,183088.28,45543.79,84358.39,24827.58,28358.53,,,
Toledo,Weekly,"2021-01-17 00:00:00",Organic,1.521211122,4926.15,186.97,2957.61,0.00,1781.57,,,
"Total U.S.",Weekly,"2021-01-17 00:00:00",Conventional,0.949464294,44839871.07,17495940.34,13841431.52,1883376.99,11618577.05,,,
"Total U.S.",Weekly,"2021-01-17 00:00:00",Organic,1.495950030,1960069.30,395610.94,422243.05,15344.09,1126861.07,,,
West,Weekly,"2021-01-17 00:00:00",Conventional,0.886851321,8090892.11,3509582.99,2808317.82,132222.21,1640769.09,,,
West,Weekly,"2021-01-17 00:00:00",Organic,1.524486110,353071.99,103266.83,141859.38,4467.88,103477.90,,,
"West Tex/New Mexico",Weekly,"2021-01-17 00:00:00",Conventional,0.679669949,1005101.74,463304.40,141403.13,14046.25,385934.43,,,
"West Tex/New Mexico",Weekly,"2021-01-17 00:00:00",Organic,1.329768511,46232.76,9983.66,2250.56,9689.33,24309.21,,,
Wichita,Weekly,"2021-01-17 00:00:00",Conventional,0.750490251,111231.99,64215.72,14557.48,13.37,32445.43,,,
Wichita,Weekly,"2021-01-17 00:00:00",Organic,1.380135565,3402.93,2391.94,19.65,0.00,991.33,,,
Albany,Weekly,"2021-01-24 00:00:00",Conventional,0.968429118,172345.43,8684.53,140114.76,48.65,23497.48,,,
Albany,Weekly,"2021-01-24 00:00:00",Organic,1.532526132,3095.67,195.34,396.03,0.00,2504.30,,,
Atlanta,Weekly,"2021-01-24 00:00:00",Conventional,0.838373068,828874.13,446209.69,165838.39,46.92,216779.13,,,
Atlanta,Weekly,"2021-01-24 00:00:00",Organic,1.484780196,35657.22,52.62,21810.01,0.00,13794.60,,,
Baltimore/Washington,Weekly,"2021-01-24 00:00:00",Conventional,1.142948711,1072601.46,320746.70,339037.97,4682.54,408134.25,,,
Baltimore/Washington,Weekly,"2021-01-24 00:00:00",Organic,1.245580674,80223.10,1117.07,5301.58,6.91,73797.53,,,
Birmingham/Montgomery,Weekly,"2021-01-24 00:00:00",Conventional,0.807894325,367624.74,234520.57,18985.42,18.75,114100.00,,,
Birmingham/Montgomery,Weekly,"2021-01-24 00:00:00",Organic,1.202878450,11088.04,63.50,1030.86,0.00,9993.67,,,
Boise,Weekly,"2021-01-24 00:00:00",Conventional,0.935402048,150713.10,72364.52,35557.23,13788.32,29003.04,,,
Boise,Weekly,"2021-01-24 00:00:00",Organic,1.599419865,5626.96,674.41,3256.79,0.00,1695.75,,,
Boston,Weekly,"2021-01-24 00:00:00",Conventional,1.263349476,718293.31,25731.53,499812.99,117.02,192631.77,,,
Boston,Weekly,"2021-01-24 00:00:00",Organic,1.339025896,59854.92,282.13,2837.64,0.00,56735.14,,,
Buffalo/Rochester,Weekly,"2021-01-24 00:00:00",Conventional,1.005807155,224557.15,35742.74,67455.65,2299.64,119059.12,,,
Buffalo/Rochester,Weekly,"2021-01-24 00:00:00",Organic,1.591678883,15517.64,1141.98,131.35,0.00,14244.31,,,
California,Weekly,"2021-01-24 00:00:00",Conventional,1.179978765,6588752.91,2343870.24,1958907.73,905536.63,1380438.31,,,
California,Weekly,"2021-01-24 00:00:00",Organic,1.785039668,350915.74,128522.91,67159.19,0.00,155233.65,,,
Charlotte,Weekly,"2021-01-24 00:00:00",Conventional,1.001408603,381008.28,187968.88,61653.41,5333.09,126052.90,,,
Charlotte,Weekly,"2021-01-24 00:00:00",Organic,1.415518781,20078.37,7349.54,3363.28,25.28,9340.27,,,
Chicago,Weekly,"2021-01-24 00:00:00",Conventional,1.018558635,1091581.30,178319.14,538625.38,129473.44,245163.33,,,
Chicago,Weekly,"2021-01-24 00:00:00",Organic,1.351001937,58934.98,14455.23,8989.38,0.00,35490.38,,,
Cincinnati/Dayton,Weekly,"2021-01-24 00:00:00",Conventional,0.887282619,332920.86,104950.86,193570.50,1970.72,32428.77,,,
Cincinnati/Dayton,Weekly,"2021-01-24 00:00:00",Organic,1.608588229,15294.81,613.56,12087.67,0.00,2593.58,,,
Columbus,Weekly,"2021-01-24 00:00:00",Conventional,0.907359163,282774.59,104919.98,133041.60,550.14,44262.87,,,
Columbus,Weekly,"2021-01-24 00:00:00",Organic,1.618672009,9728.28,2090.55,4652.52,0.00,2985.21,,,
"Dallas/Ft. Worth",Weekly,"2021-01-24 00:00:00",Conventional,0.706015072,1596779.74,756125.20,425604.30,11661.98,403388.26,,,
"Dallas/Ft. Worth",Weekly,"2021-01-24 00:00:00",Organic,1.150050861,76699.37,40793.19,4823.64,450.81,30631.73,,,
Denver,Weekly,"2021-01-24 00:00:00",Conventional,0.936680683,1073725.35,317375.97,457381.28,21107.23,277860.87,,,
Denver,Weekly,"2021-01-24 00:00:00",Organic,1.410736591,42480.81,29431.12,1588.94,0.00,11460.75,,,
Detroit,Weekly,"2021-01-24 00:00:00",Conventional,0.920080340,600563.01,138665.64,238292.70,131597.05,92007.62,,,
Detroit,Weekly,"2021-01-24 00:00:00",Organic,1.270546222,22790.20,2301.00,8527.44,0.00,11961.76,,,
"Grand Rapids",Weekly,"2021-01-24 00:00:00",Conventional,1.028050071,261806.13,16591.11,75048.08,136342.28,33824.65,,,
"Grand Rapids",Weekly,"2021-01-24 00:00:00",Organic,0.998104160,12182.42,24.08,991.70,0.00,11166.63,,,
"Great Lakes",Weekly,"2021-01-24 00:00:00",Conventional,0.928459623,4910271.14,1196412.79,2183874.70,639310.09,890673.56,,,
"Great Lakes",Weekly,"2021-01-24 00:00:00",Organic,1.374013526,189773.58,33404.09,51027.63,0.00,105341.86,,,
Harrisburg/Scranton,Weekly,"2021-01-24 00:00:00",Conventional,0.984240664,421921.44,146137.31,127482.06,180.44,148121.64,,,
Harrisburg/Scranton,Weekly,"2021-01-24 00:00:00",Organic,1.227002437,21034.60,340.97,477.76,0.00,20215.87,,,
Hartford/Springfield,Weekly,"2021-01-24 00:00:00",Conventional,1.111986021,443368.54,13020.63,332367.87,166.33,97813.71,,,
Hartford/Springfield,Weekly,"2021-01-24 00:00:00",Organic,1.337764019,33934.68,458.27,6359.62,0.00,27116.79,,,
Houston,Weekly,"2021-01-24 00:00:00",Conventional,0.684115185,1319638.27,635579.02,478568.59,5279.71,200210.96,,,
Houston,Weekly,"2021-01-24 00:00:00",Organic,1.261837683,22060.87,17795.26,1151.70,0.00,3113.91,,,
Indianapolis,Weekly,"2021-01-24 00:00:00",Conventional,0.853140096,294820.30,85667.48,149612.41,1183.26,58357.15,,,
Indianapolis,Weekly,"2021-01-24 00:00:00",Organic,1.454047494,8568.63,146.22,4782.02,0.00,3640.39,,,
Jacksonville,Weekly,"2021-01-24 00:00:00",Conventional,0.858929243,254897.47,173267.80,10490.78,119.99,71018.90,,,
Jacksonville,Weekly,"2021-01-24 00:00:00",Organic,1.141818867,10540.85,68.42,221.15,0.00,10251.28,,,
"Las Vegas",Weekly,"2021-01-24 00:00:00",Conventional,0.861074939,438841.20,109918.19,195149.76,941.16,132832.10,,,
"Las Vegas",Weekly,"2021-01-24 00:00:00",Organic,1.525823095,15826.28,7008.72,2374.11,0.00,6443.46,,,
"Los Angeles",Weekly,"2021-01-24 00:00:00",Conventional,1.132136170,3179391.57,1251921.21,540862.62,673507.90,713099.83,,,
"Los Angeles",Weekly,"2021-01-24 00:00:00",Organic,1.711168337,150366.14,68683.63,30899.39,0.00,50783.12,,,
Louisville,Weekly,"2021-01-24 00:00:00",Conventional,0.895848851,154653.79,33508.19,87336.59,41.28,33767.74,,,
Louisville,Weekly,"2021-01-24 00:00:00",Organic,1.647828306,5284.74,1.89,3945.04,0.00,1337.81,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-24 00:00:00",Conventional,0.853953150,1116393.95,776698.23,43979.70,95.29,295616.46,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-24 00:00:00",Organic,1.072568837,44009.77,275.35,1236.90,0.00,42497.52,,,
Midsouth,Weekly,"2021-01-24 00:00:00",Conventional,0.956953902,4465155.79,1788413.21,1318673.90,20258.76,1337809.93,,,
Midsouth,Weekly,"2021-01-24 00:00:00",Organic,1.291178978,279566.61,46144.68,54077.43,155.51,179188.98,,,
Nashville,Weekly,"2021-01-24 00:00:00",Conventional,0.839069541,318164.99,143303.30,84960.41,18.84,89882.45,,,
Nashville,Weekly,"2021-01-24 00:00:00",Organic,1.473510371,16620.66,308.46,8972.45,0.00,7339.75,,,
"New Orleans/Mobile",Weekly,"2021-01-24 00:00:00",Conventional,0.751415946,371750.15,200480.38,26861.85,55.73,144352.19,,,
"New Orleans/Mobile",Weekly,"2021-01-24 00:00:00",Organic,1.011902909,14275.30,577.99,50.10,0.00,13647.20,,,
"New York",Weekly,"2021-01-24 00:00:00",Conventional,1.021266531,2419425.80,150321.89,1462191.83,751.63,806160.45,,,
"New York",Weekly,"2021-01-24 00:00:00",Organic,1.329283778,176324.16,14571.17,14579.08,12.20,147161.70,,,
Northeast,Weekly,"2021-01-24 00:00:00",Conventional,1.036751675,6703965.92,738356.67,3976654.93,6432.96,1982521.35,,,
Northeast,Weekly,"2021-01-24 00:00:00",Organic,1.380359497,411989.77,28015.26,32777.54,19.29,351177.69,,,
"Northern New England",Weekly,"2021-01-24 00:00:00",Conventional,0.910299432,670659.88,20533.06,567437.40,113.30,82576.12,,,
"Northern New England",Weekly,"2021-01-24 00:00:00",Organic,1.719153463,18573.75,2177.39,583.64,0.00,15812.72,,,
Orlando,Weekly,"2021-01-24 00:00:00",Conventional,0.818058481,668093.63,432239.80,16997.21,22.25,218833.11,,,
Orlando,Weekly,"2021-01-24 00:00:00",Organic,1.053798546,27195.77,115.01,174.30,0.00,26906.46,,,
Peoria/Springfield,Weekly,"2021-01-24 00:00:00",Conventional,0.839874059,151519.56,57148.21,55906.16,249.83,38215.35,,,
Peoria/Springfield,Weekly,"2021-01-24 00:00:00",Organic,1.574894295,3621.82,224.73,1140.14,0.00,2256.94,,,
Philadelphia,Weekly,"2021-01-24 00:00:00",Conventional,0.944265207,775293.90,223385.41,294101.03,425.07,257382.39,,,
Philadelphia,Weekly,"2021-01-24 00:00:00",Organic,1.592690473,29625.52,2825.76,4849.22,1.16,21949.38,,,
Phoenix/Tucson,Weekly,"2021-01-24 00:00:00",Conventional,0.756518650,1428943.48,536914.26,711292.01,3767.14,176970.07,,,
Phoenix/Tucson,Weekly,"2021-01-24 00:00:00",Organic,1.289735620,34023.63,10826.64,6136.98,0.00,17060.01,,,
Pittsburgh,Weekly,"2021-01-24 00:00:00",Conventional,1.148460922,117676.95,53924.01,21291.02,3.90,42458.02,,,
Pittsburgh,Weekly,"2021-01-24 00:00:00",Organic,1.364563078,10942.11,2830.64,0.00,0.00,8111.47,,,
Plains,Weekly,"2021-01-24 00:00:00",Conventional,0.940381595,2177306.30,942910.32,588400.82,3575.37,642342.90,,,
Plains,Weekly,"2021-01-24 00:00:00",Organic,1.402707548,45474.84,9821.36,2823.46,15.61,32814.42,,,
Portland,Weekly,"2021-01-24 00:00:00",Conventional,0.956671552,830274.87,332584.88,377916.05,30348.04,89425.90,,,
Portland,Weekly,"2021-01-24 00:00:00",Organic,1.598532966,40977.53,8096.79,27856.34,0.00,5024.40,,,
Providence,Weekly,"2021-01-24 00:00:00",Conventional,1.462091914,89186.89,3677.37,63975.83,22.93,21510.77,,,
Providence,Weekly,"2021-01-24 00:00:00",Organic,1.290526976,9125.88,10.41,13.00,0.00,9102.47,,,
Raleigh/Greensboro,Weekly,"2021-01-24 00:00:00",Conventional,0.946125879,488879.50,241747.32,79578.05,5575.60,161978.54,,,
Raleigh/Greensboro,Weekly,"2021-01-24 00:00:00",Organic,1.401457523,29377.45,14428.89,3947.41,50.95,10950.21,,,
Richmond/Norfolk,Weekly,"2021-01-24 00:00:00",Conventional,0.904989954,371186.58,122733.24,162963.00,1104.48,84385.86,,,
Richmond/Norfolk,Weekly,"2021-01-24 00:00:00",Organic,1.051303165,32493.23,5090.79,3727.41,0.00,23675.03,,,
Roanoke,Weekly,"2021-01-24 00:00:00",Conventional,0.867770501,223031.87,81172.72,93895.10,17.18,47946.87,,,
Roanoke,Weekly,"2021-01-24 00:00:00",Organic,1.149753808,14082.39,1237.52,3838.48,0.00,9006.40,,,
Sacramento,Weekly,"2021-01-24 00:00:00",Conventional,1.084457649,575174.96,161280.75,284879.59,8762.35,120252.28,,,
Sacramento,Weekly,"2021-01-24 00:00:00",Organic,1.692828623,22865.59,5745.78,3806.20,0.00,13313.62,,,
"San Diego",Weekly,"2021-01-24 00:00:00",Conventional,1.184964688,565529.18,173809.56,193632.20,95747.88,102339.55,,,
"San Diego",Weekly,"2021-01-24 00:00:00",Organic,1.818702811,33684.52,11391.85,7671.82,0.00,14620.86,,,
"San Francisco",Weekly,"2021-01-24 00:00:00",Conventional,1.445486107,838659.98,239390.60,410538.63,16334.30,172396.45,,,
"San Francisco",Weekly,"2021-01-24 00:00:00",Organic,1.886401312,82559.32,22600.50,11033.91,0.00,48924.90,,,
Seattle,Weekly,"2021-01-24 00:00:00",Conventional,1.165006368,692915.00,247843.84,369841.46,3552.15,71677.55,,,
Seattle,Weekly,"2021-01-24 00:00:00",Organic,1.776578125,75159.80,10449.65,53055.01,0.00,11655.13,,,
"South Carolina",Weekly,"2021-01-24 00:00:00",Conventional,0.904990129,543290.95,309333.88,73870.87,1794.85,158291.35,,,
"South Carolina",Weekly,"2021-01-24 00:00:00",Organic,1.379546011,26374.23,5944.43,6080.71,103.04,14246.05,,,
"South Central",Weekly,"2021-01-24 00:00:00",Conventional,0.694314205,6488367.86,3418146.95,1369585.72,88513.12,1611448.67,,,
"South Central",Weekly,"2021-01-24 00:00:00",Organic,1.164363155,195376.94,76252.21,18827.25,2521.21,97776.26,,,
Southeast,Weekly,"2021-01-24 00:00:00",Conventional,0.836760518,6020376.70,3812523.23,492535.76,2804.66,1712507.48,,,
Southeast,Weekly,"2021-01-24 00:00:00",Organic,1.175289943,237460.03,8101.74,38504.31,117.63,190736.34,,,
Spokane,Weekly,"2021-01-24 00:00:00",Conventional,0.975183834,99103.66,44452.56,40717.10,20.62,13913.38,,,
Spokane,Weekly,"2021-01-24 00:00:00",Organic,1.851368031,4049.17,997.50,2199.98,0.00,851.68,,,
"St. Louis",Weekly,"2021-01-24 00:00:00",Conventional,0.892248679,245730.11,152537.40,18352.60,26.26,74813.85,,,
"St. Louis",Weekly,"2021-01-24 00:00:00",Organic,1.833978761,6762.83,2000.13,969.43,0.00,3793.27,,,
Syracuse,Weekly,"2021-01-24 00:00:00",Conventional,1.002276396,107104.96,11803.25,54035.66,510.00,40756.05,,,
Syracuse,Weekly,"2021-01-24 00:00:00",Organic,1.583109076,4130.15,367.61,87.70,0.00,3674.83,,,
Tampa,Weekly,"2021-01-24 00:00:00",Conventional,0.821936602,699332.03,472613.40,22486.90,21.87,204209.86,,,
Tampa,Weekly,"2021-01-24 00:00:00",Organic,0.930101561,27700.77,160.87,143.85,0.00,27396.05,,,
Toledo,Weekly,"2021-01-24 00:00:00",Conventional,0.864567643,168303.34,45630.72,73537.21,21801.30,27334.12,,,
Toledo,Weekly,"2021-01-24 00:00:00",Organic,1.441238831,3849.05,387.69,1594.52,0.00,1866.84,,,
"Total U.S.",Weekly,"2021-01-24 00:00:00",Conventional,0.931362370,45299700.29,17258788.55,15181119.19,1792978.15,11066058.53,,,
"Total U.S.",Weekly,"2021-01-24 00:00:00",Organic,1.419657332,2033126.41,439498.65,386020.65,4329.11,1203278.00,,,
West,Weekly,"2021-01-24 00:00:00",Conventional,0.886474299,7945503.68,3018155.14,3292485.64,126546.57,1508316.33,,,
West,Weekly,"2021-01-24 00:00:00",Organic,1.547471905,322568.91,109236.40,120823.85,1499.85,91008.80,,,
"West Tex/New Mexico",Weekly,"2021-01-24 00:00:00",Conventional,0.703849245,989952.13,455584.99,169460.95,9990.73,354512.20,,,
"West Tex/New Mexico",Weekly,"2021-01-24 00:00:00",Organic,1.340754214,22367.47,6456.00,1176.73,2913.19,11821.56,,,
Wichita,Weekly,"2021-01-24 00:00:00",Conventional,0.750327997,116635.56,60859.34,25013.26,5.47,30711.54,,,
Wichita,Weekly,"2021-01-24 00:00:00",Organic,1.327712392,1801.78,817.40,9.85,0.00,974.53,,,
Albany,Weekly,"2021-01-31 00:00:00",Conventional,0.948907617,130706.01,6586.30,96462.85,49.56,27607.30,,,
Albany,Weekly,"2021-01-31 00:00:00",Organic,1.369692377,5813.35,279.06,380.71,0.00,5153.58,,,
Atlanta,Weekly,"2021-01-31 00:00:00",Conventional,0.847903901,880763.71,502180.87,156570.23,85.74,221926.87,,,
Atlanta,Weekly,"2021-01-31 00:00:00",Organic,1.509609445,34241.64,76.73,20998.21,0.00,13166.70,,,
Baltimore/Washington,Weekly,"2021-01-31 00:00:00",Conventional,1.042524792,1249078.74,279494.69,431317.91,3635.49,534630.66,,,
Baltimore/Washington,Weekly,"2021-01-31 00:00:00",Organic,1.245402055,88319.24,1097.38,6179.29,11.51,81031.07,,,
Birmingham/Montgomery,Weekly,"2021-01-31 00:00:00",Conventional,0.834675459,393666.06,262740.43,18605.58,27.00,112277.19,,,
Birmingham/Montgomery,Weekly,"2021-01-31 00:00:00",Organic,1.215549903,10338.10,47.54,947.81,0.00,9342.74,,,
Boise,Weekly,"2021-01-31 00:00:00",Conventional,1.122484915,122078.65,62612.19,16401.94,13274.46,29790.07,,,
Boise,Weekly,"2021-01-31 00:00:00",Organic,1.734220939,5730.50,314.30,3782.40,0.00,1633.80,,,
Boston,Weekly,"2021-01-31 00:00:00",Conventional,1.339948783,675432.62,36761.43,452646.48,139.06,185885.64,,,
Boston,Weekly,"2021-01-31 00:00:00",Organic,1.628359901,43139.52,212.80,3579.25,0.00,39347.48,,,
Buffalo/Rochester,Weekly,"2021-01-31 00:00:00",Conventional,1.036686321,217037.94,19489.22,65418.68,2300.31,129829.73,,,
Buffalo/Rochester,Weekly,"2021-01-31 00:00:00",Organic,1.524372203,15893.81,821.81,132.33,0.00,14937.44,,,
California,Weekly,"2021-01-31 00:00:00",Conventional,1.189761394,6360207.71,2475570.09,1909357.52,551925.44,1423354.66,,,
California,Weekly,"2021-01-31 00:00:00",Organic,1.647668055,337370.17,116169.57,66040.51,11.69,155148.40,,,
Charlotte,Weekly,"2021-01-31 00:00:00",Conventional,1.084348516,376288.80,184384.27,59977.95,4484.82,127441.76,,,
Charlotte,Weekly,"2021-01-31 00:00:00",Organic,1.414975941,19428.76,6119.74,4610.80,29.96,8668.26,,,
Chicago,Weekly,"2021-01-31 00:00:00",Conventional,1.230349747,954116.56,213090.96,321605.54,130884.77,288535.29,,,
Chicago,Weekly,"2021-01-31 00:00:00",Organic,1.476216193,69263.01,22011.60,12226.36,0.00,35025.04,,,
Cincinnati/Dayton,Weekly,"2021-01-31 00:00:00",Conventional,0.960588769,303804.10,114469.95,146904.33,1084.82,41345.01,,,
Cincinnati/Dayton,Weekly,"2021-01-31 00:00:00",Organic,1.783293024,16632.25,520.38,12952.55,0.00,3159.32,,,
Columbus,Weekly,"2021-01-31 00:00:00",Conventional,0.965718692,270438.96,102340.67,114874.37,320.33,52903.60,,,
Columbus,Weekly,"2021-01-31 00:00:00",Organic,1.689680906,10442.06,1047.56,5781.86,0.00,3612.64,,,
"Dallas/Ft. Worth",Weekly,"2021-01-31 00:00:00",Conventional,0.724158181,1636602.78,799144.93,414221.10,12867.44,410369.31,,,
"Dallas/Ft. Worth",Weekly,"2021-01-31 00:00:00",Organic,1.404245270,55724.85,18506.64,5935.90,271.58,31010.74,,,
Denver,Weekly,"2021-01-31 00:00:00",Conventional,0.983612352,1004465.26,339916.24,345525.66,21808.43,297214.94,,,
Denver,Weekly,"2021-01-31 00:00:00",Organic,1.449037776,41922.04,29182.51,1825.31,0.00,10914.23,,,
Detroit,Weekly,"2021-01-31 00:00:00",Conventional,1.087222236,447115.99,136764.57,152109.65,40408.81,117832.96,,,
Detroit,Weekly,"2021-01-31 00:00:00",Organic,1.282806919,29537.61,785.42,10137.34,0.00,18614.84,,,
"Grand Rapids",Weekly,"2021-01-31 00:00:00",Conventional,1.444690648,169868.13,18506.15,49482.23,49726.27,52153.48,,,
"Grand Rapids",Weekly,"2021-01-31 00:00:00",Organic,1.135674807,9724.34,38.03,1012.40,0.00,8673.91,,,
"Great Lakes",Weekly,"2021-01-31 00:00:00",Conventional,1.063289311,4224452.71,1261289.88,1571675.72,315686.39,1075800.72,,,
"Great Lakes",Weekly,"2021-01-31 00:00:00",Organic,1.464749039,211956.87,37257.45,60965.27,0.00,113734.14,,,
Harrisburg/Scranton,Weekly,"2021-01-31 00:00:00",Conventional,0.999489510,440471.19,159548.59,132684.11,161.01,148077.48,,,
Harrisburg/Scranton,Weekly,"2021-01-31 00:00:00",Organic,1.187662728,22879.32,336.11,476.62,0.00,22066.59,,,
Hartford/Springfield,Weekly,"2021-01-31 00:00:00",Conventional,1.172056801,406611.52,11105.84,297494.09,285.27,97726.33,,,
Hartford/Springfield,Weekly,"2021-01-31 00:00:00",Organic,1.657206836,22677.02,384.93,7556.54,4.42,14731.13,,,
Houston,Weekly,"2021-01-31 00:00:00",Conventional,0.703951518,1321200.07,665165.85,438692.04,5601.60,211740.59,,,
Houston,Weekly,"2021-01-31 00:00:00",Organic,1.466264807,14712.90,10644.28,983.98,0.00,3084.64,,,
Indianapolis,Weekly,"2021-01-31 00:00:00",Conventional,0.945486573,263738.71,93416.78,102353.13,845.55,67123.24,,,
Indianapolis,Weekly,"2021-01-31 00:00:00",Organic,1.579079560,9892.92,209.29,5118.93,0.00,4564.70,,,
Jacksonville,Weekly,"2021-01-31 00:00:00",Conventional,0.886810677,276389.80,193119.35,10725.32,78.22,72466.91,,,
Jacksonville,Weekly,"2021-01-31 00:00:00",Organic,1.192059859,10022.13,35.70,312.14,0.00,9674.30,,,
"Las Vegas",Weekly,"2021-01-31 00:00:00",Conventional,0.741226661,571172.61,160353.35,288376.20,211.69,122231.37,,,
"Las Vegas",Weekly,"2021-01-31 00:00:00",Organic,1.527470096,15243.71,6253.50,2568.54,0.00,6421.67,,,
"Los Angeles",Weekly,"2021-01-31 00:00:00",Conventional,1.090662708,3232285.33,1463186.98,650369.15,412777.99,705951.21,,,
"Los Angeles",Weekly,"2021-01-31 00:00:00",Organic,1.533436417,145763.36,63098.87,31464.22,2.80,51197.48,,,
Louisville,Weekly,"2021-01-31 00:00:00",Conventional,0.871577689,133743.84,41710.88,57169.24,53.24,34810.49,,,
Louisville,Weekly,"2021-01-31 00:00:00",Organic,1.714314338,5775.18,6.11,4533.15,0.00,1235.91,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-31 00:00:00",Conventional,0.880787471,1237967.72,896028.72,49464.34,89.25,292384.57,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-31 00:00:00",Organic,1.081356156,43154.67,318.39,959.70,0.00,41876.57,,,
